S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Var Z1,Zone 2,Var Z2,Zone 3,Var Z3
14139.666666666666,13.0,68.0,68.0,433.0,92.0,92.0,107.0,57.0,37.0,43.0,46.333333333333336,132.0,42.0,77.0,49.0,1029.8,3511.0822005618297,2468.944444444445,5227.25078628921,70.37037037037038,52.69265741282418,1529.96073352061,1466.6691656781495
19896.666666666668,39.0,106.0,364.0,64.0,63.0,66.0,54.333333333333336,57.0,37.333333333333336,39.0,55.333333333333336,60.0,35.0,32.0,66.0,1397.9111111111113,4951.422571073302,3422.1111111111113,7373.921106219396,48.44444444444445,27.57120460056629,2138.4445607281377,2068.061132315829
4827.0,80.0,108.0,655.0,234.0,107.0,66.0,26.0,70.66666666666667,40.0,42.333333333333336,51.0,65.0,42.0,45.0,35.0,430.6000000000001,1202.7750858163129,1001.8333333333334,1747.1602667964764,49.77777777777778,29.805342833369465,556.1250286054376,488.9202037332288
2790.0,135.0,160.0,349.0,64.0,226.0,140.0,98.33333333333333,77.0,32.333333333333336,69.33333333333333,56.333333333333336,73.0,42.0,45.0,88.0,290.4888888888889,678.1990060982321,620.6666666666666,980.7204025267996,70.37037037037037,51.72331755341011,352.2292983290403,246.08935274592793
27359.0,530.0,203.0,937.0,190.0,570.0,349.3333333333333,311.3333333333333,77.0,22.0,96.0,62.0,72.0,93.0,69.0,92.0,2062.711111111111,6772.017553348298,4964.833333333333,10022.304540457028,127.96296296296298,133.22114251603344,2975.57622148647,2803.8803756864086
15937.0,921.0,215.0,1143.0,713.0,121.0,812.3333333333334,483.0,68.0,20.0,141.0,82.33333333333333,87.0,97.0,59.0,80.0,1393.3111111111111,3937.5355947129797,3175.0,5753.300329219869,205.5185185185185,258.7589737269032,1803.6155686080303,1606.527107450138
9533.0,1220.0,279.0,1028.0,463.0,98.0,1209.0,782.3333333333334,107.33333333333333,73.0,163.0,78.0,63.0,72.0,44.0,75.0,1014.1777777777778,2347.134092004096,2103.5,3361.472716969953,287.962962962963,397.24394760274504,1145.4372899272912,945.3261877449316
13701.0,1536.0,315.0,1010.0,472.0,160.0,1792.0,1565.0,106.0,128.0,221.0,160.33333333333334,73.0,45.0,61.0,74.0,1423.0222222222221,3516.4103815344642,2865.6666666666665,4971.325319961503,461.2592592592593,662.5350491921726,1671.1442012522286,1448.957102304511
15013.666666666666,1972.0,481.0,1998.0,835.0,338.0,2313.0,2756.0,142.0,225.33333333333334,292.0,418.0,62.0,20.0,89.0,70.0,1797.0,4051.0354098536263,3439.611111111111,5466.237263373885,701.925925925926,1049.6305119283884,1972.6784699512089,1703.510135450151
17921.0,2699.0,937.0,1744.0,1196.0,498.0,2387.3333333333335,3328.0,169.0,323.0,381.0,477.0,72.0,29.0,194.0,48.0,2157.0222222222224,4848.61555861026,4165.833333333333,6653.330771604411,817.8148148148148,1142.3593128734021,2351.2125936108273,2074.893212000966
5693.0,2241.0,852.0,1664.0,1680.0,665.0,3142.0,3298.3333333333335,176.0,334.0,454.3333333333333,500.3333333333333,87.0,28.0,214.0,50.0,1401.9333333333334,1861.3060427933706,2132.5,1989.4502033106912,914.888888888889,1267.231912790844,1104.413125375568,820.3396862906744
1966.0,1546.0,919.0,1450.0,1897.0,594.0,2462.3333333333335,2761.3333333333335,343.3333333333333,364.0,505.0,471.0,76.0,20.0,298.0,37.0,1044.8666666666666,937.0569707244363,1395.3333333333333,660.7642252655085,811.2222222222223,1003.0973873208119,672.9745457970344,463.9135949779355
1762.0,2061.0,1018.0,1456.0,2138.0,787.0,1969.0,2631.3333333333335,727.3333333333334,328.0,569.0,504.3333333333333,84.0,24.0,482.0,49.0,1102.7333333333333,881.0472440856598,1537.0,668.9467341184258,813.2222222222223,879.9781586639177,677.5935258063311,464.95531137963366
1563.0,2141.0,1008.0,1407.0,2381.0,875.0,2434.0,2453.3333333333335,902.0,288.0,492.0,503.3333333333333,163.0,57.0,318.0,69.0,1132.3777777777777,906.3712947727603,1562.5,719.9817390211559,845.6296296296296,898.0794315039908,702.5830241835127,468.05092986523186
1597.0,1366.0,892.0,1236.0,1993.0,996.0,2360.0,2356.0,803.3333333333334,361.0,500.3333333333333,458.3333333333333,190.0,59.0,435.0,82.0,1040.2,771.392394640313,1346.6666666666667,462.1459467859626,835.888888888889,854.5215438724489,631.1974648801043,416.148551564578
1160.0,1126.0,889.0,1145.0,2071.0,1318.0,2186.3333333333335,2009.0,528.0,410.0,486.0,583.0,199.0,90.0,439.0,104.0,975.9555555555556,702.1023159837137,1284.8333333333333,412.9293844576725,770.0370370370371,753.446811003536,594.0192905130897,373.61901661208844
1148.0,1046.0,797.0,1010.0,1643.0,1442.0,1931.3333333333333,1859.0,573.0,419.3333333333333,487.3333333333333,602.0,217.0,132.0,353.0,92.0,910.6666666666666,599.4473345585914,1181.0,329.899698799813,730.4444444444445,665.8121460415247,534.0380004084193,344.8515482491204
976.0,890.0,853.0,874.0,1577.0,962.0,1484.3333333333333,1637.0,659.3333333333334,448.0,443.0,560.3333333333334,247.0,117.0,400.0,99.0,808.5333333333334,483.02510203074854,1022.0,275.5682624156116,666.2222222222222,534.5989508631479,463.5194784546939,293.164388729417
994.0,966.0,675.0,684.0,1364.0,1018.0,1137.0,1367.0,772.3333333333334,388.3333333333333,409.0,513.3333333333334,218.0,73.0,477.0,70.0,737.0666666666666,415.49282043941844,950.1666666666666,258.46944037355604,595.0,436.0008455018413,407.51982903536174,276.97301697618576
