S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Var Z1,Zone 2,Var Z2,Zone 3,Var Z3
26.0,20.0,24.0,20.0,44.0,50.0,84.0,42.0,20.0,68.0,61.0,51.0,99.0,104.0,83.0,129.0,53.06666666666666,41.754040751711216,30.666666666666668,19.529678585559406,68.0,39.94523519058333,74.60690247279263,39.27259369137908
33.0,23.0,21.0,43.0,44.0,349.0,72.0,45.333333333333336,20.0,75.66666666666667,51.333333333333336,61.333333333333336,91.0,109.0,98.0,115.0,75.77777777777779,111.16146537236405,85.5,122.19675423907381,69.29629629629629,43.15778957246716,100.6464143833806,33.931878782271
16.0,23.0,22.0,22.0,24.0,1569.0,61.333333333333336,64.0,43.333333333333336,84.0,33.0,54.0,100.0,74.0,61.0,87.0,150.04444444444445,418.12728622696864,279.3333333333333,585.1516589884371,63.85185185185185,38.42492888999431,218.390576890471,166.75325851164362
101.0,110.0,114.0,67.0,35.0,321.0,72.0,143.0,48.0,66.33333333333333,58.0,51.0,79.0,86.0,80.0,76.0,95.42222222222222,134.75486509715714,124.66666666666667,150.4771699576149,75.92592592592592,45.16576068834977,102.05902910645979,36.14800743978596
1285.0,229.0,191.0,149.0,81.0,97.0,124.33333333333333,186.33333333333334,47.333333333333336,49.0,94.0,62.333333333333336,65.0,89.0,111.0,76.0,190.6888888888889,351.6460678967862,338.6666666666667,452.02676685332193,92.03703703703702,53.739396564311306,206.11165226189166,116.48289347168947
3037.0,521.0,237.0,582.0,360.0,316.0,286.0,498.0,49.333333333333336,68.66666666666667,106.0,121.0,86.0,54.0,128.0,106.0,430.0,786.0248453238019,842.1666666666666,1020.0576002897261,155.22222222222223,155.2706084764705,440.6749484412673,284.2789060701726
1664.0,876.0,662.0,1483.0,580.0,268.0,625.0,555.0,165.0,89.0,123.0,122.0,68.0,79.0,127.0,103.0,499.06666666666666,571.8505900177521,922.1666666666666,561.9045839989171,217.0,214.929592822744,391.3057522281395,214.95109639450433
1425.0,1560.0,808.0,838.0,829.0,815.0,598.0,607.3333333333334,176.0,106.33333333333333,342.3333333333333,187.0,81.0,68.0,125.0,102.0,571.0666666666667,555.442511814182,1045.8333333333333,430.3264267462323,254.55555555555554,212.99118337102445,409.50305949361615,221.99452037587994
1488.0,1324.0,820.0,626.0,997.0,385.0,754.6666666666666,659.6666666666666,234.0,124.0,557.0,381.0,99.0,55.0,105.0,92.0,573.9555555555556,515.3887634880675,940.0,445.9819689529409,329.9259259259259,269.46328419689956,393.7814396812077,218.579926999903
2858.0,1398.0,954.0,1585.0,2555.0,297.0,934.0,722.6666666666666,346.0,310.3333333333333,752.0,382.3333333333333,85.0,65.0,130.0,59.0,891.6222222222223,945.4517020408945,1607.8333333333333,1070.815299850772,414.1481481481482,319.50647357219765,632.0246414210388,416.5094862538749
2207.0,1974.0,1077.0,1212.0,1319.0,544.0,1240.3333333333333,878.0,369.0,497.0,698.0,414.3333333333333,55.0,60.0,282.0,111.0,855.111111111111,705.7585376216107,1388.8333333333333,686.4189110457519,499.2962962962963,394.03806947440506,557.2898829109073,329.3620535169525
1707.0,1130.0,943.0,877.0,1252.0,692.0,962.0,852.0,438.6666666666667,440.6666666666667,567.0,466.6666666666667,106.0,56.0,547.0,148.0,735.8000000000001,495.55855234075415,1100.1666666666667,453.6830536820944,492.8888888888889,305.6863484837759,459.7861841135846,254.87307368915071
1089.0,927.0,759.0,899.0,1128.0,727.0,963.0,987.0,443.0,385.0,577.0,502.3333333333333,114.0,78.0,461.0,130.0,669.2888888888889,370.440924408231,921.5,267.2030978173552,501.1481481481482,315.71406420272365,389.9099377657067,225.31518459344727
968.0,820.0,611.0,848.0,1112.0,715.0,947.0,984.6666666666666,467.3333333333333,436.6666666666667,607.6666666666666,366.6666666666667,119.0,66.0,381.0,110.0,630.0,339.86077428533076,845.6666666666666,207.03353329300262,486.2222222222222,323.5919860213911,359.9535914284436,213.83903997855285
945.0,624.0,540.0,782.0,927.0,640.0,952.3333333333334,945.0,609.6666666666666,489.0,547.0,379.0,113.0,64.0,400.0,105.0,597.1333333333333,294.73055752097275,743.0,176.35579584111647,499.88888888888886,312.85129660634703,332.28796361810197,203.36020861032762
