S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Var Z1,Zone 2,Var Z2,Zone 3,Var Z3
7.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,11.0,0.0,9.0,18.0,0.0,35.0,3.0,25.0,6.133333333333333,12.109152885006965,2.6666666666666665,5.140993524872745,8.444444444444445,14.155527790030606,14.414162072780101,10.57800513532957
6.6,0.0,2.7,3.0,1.0,7.3,0.6,0.4666666666666667,11.0,0.4,9.0,18.0,0.0,37.4,3.0,24.1,6.697777777777778,13.009115704991604,3.4333333333333336,6.3994781358007184,8.874074074074073,14.781835653000297,14.602297827589796,10.649547520281079
6.2,0.0,2.4,3.0,2.0,11.6,1.2,0.9333333333333333,11.0,0.8,9.0,18.0,0.0,39.8,3.0,23.2,7.2622222222222215,13.909078524976243,4.2,7.657962746728693,9.303703703703704,15.408143515969986,14.790433582399489,10.721089905232587
5.8,0.0,2.1,3.0,3.0,15.899999999999999,1.7999999999999998,1.4,11.0,1.2000000000000002,9.0,18.0,0.0,42.2,3.0,22.3,7.826666666666666,14.809041344960882,4.966666666666667,8.916447357656665,9.733333333333334,16.034451378939675,14.978569337209183,10.792632290184095
5.4,0.0,1.8,3.0,4.0,20.2,2.4,1.8666666666666667,11.0,1.6,9.0,18.0,0.0,44.6,3.0,21.4,8.39111111111111,15.709004164945519,5.733333333333334,10.174931968584639,10.162962962962963,16.660759241909368,15.166705092018876,10.864174675135603
5.0,0.0,1.5,3.0,5.0,24.5,3.0,2.3333333333333335,11.0,2.0,9.0,18.0,0.0,47.0,3.0,20.5,8.955555555555556,16.60896698493016,6.5,11.433416579512613,10.592592592592592,17.287067104879057,15.354840846828571,10.93571706008711
4.6,0.0,1.2000000000000002,3.0,6.0,28.799999999999997,3.5999999999999996,2.8,11.0,2.4000000000000004,9.0,18.0,0.0,49.4,3.0,19.6,9.52,17.508929804914796,7.2666666666666675,12.691901190440586,11.022222222222222,17.913374967848746,15.542976601638266,11.00725944503862
4.199999999999999,0.0,0.8999999999999999,3.0,7.0,33.099999999999994,4.2,3.2666666666666666,11.0,2.8000000000000003,9.0,18.0,0.0,51.8,3.0,18.7,10.084444444444443,18.408892624899437,8.033333333333335,13.950385801368558,11.451851851851853,18.539682830818435,15.731112356447959,11.078801829990129
3.8,0.0,0.6000000000000001,3.0,8.0,37.4,4.8,3.7333333333333334,11.0,3.2,9.0,18.0,0.0,54.2,3.0,17.8,10.648888888888887,19.308855444884074,8.8,15.208870412296534,11.881481481481481,19.165990693788125,15.919248111257653,11.150344214941637
3.4,0.0,0.30000000000000027,3.0,9.0,41.699999999999996,5.3999999999999995,4.2,11.0,3.6,9.0,18.0,0.0,56.599999999999994,3.0,16.9,11.213333333333333,20.20881826486871,9.566666666666668,16.467355023224506,12.31111111111111,19.792298556757817,16.107383866067348,11.221886599893145
3.0,0.0,0.0,3.0,10.0,46.0,6.0,4.666666666666667,11.0,4.0,9.0,18.0,0.0,59.0,3.0,16.0,11.777777777777777,21.10878108485335,10.333333333333334,17.72583963415248,12.74074074074074,20.418606419727507,16.29551962087704,11.293428984844653
3.0,0.7,0.0,2.7,10.0,58.8,6.0,4.9,17.53333333333333,4.4,8.833333333333334,18.3,0.0,59.9,2.7,15.0,13.184444444444443,24.424482854530574,12.533333333333335,22.554469929875182,13.618518518518519,21.857673862042702,17.53630909965834,12.220403336968342
3.0,1.4,0.0,2.4,10.0,71.6,6.0,5.133333333333334,24.066666666666666,4.8,8.666666666666666,18.6,0.0,60.8,2.4,14.0,14.591111111111111,27.7401846242078,14.733333333333334,27.383100225597886,14.496296296296295,23.296741304357894,18.777098578439634,13.14737768909203
3.0,2.0999999999999996,0.0,2.1,10.0,84.4,6.0,5.366666666666667,30.6,5.2,8.5,18.9,0.0,61.7,2.1,13.0,15.997777777777777,31.05588639388502,16.933333333333334,32.21173052132059,15.374074074074073,24.73580874667309,20.01788805722093,14.07435204121572
