S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Var Z1,Zone 2,Var Z2,Zone 3,Var Z3
27,30,27,39,78,18,81,51,72,0,45,111,183,114,144,18,68.0,49.558046773455466,36.5,19.551214796017153,89.0,52.306787322488084,45.18601559115182,20.64519302395074
111,57,75,60,96,33,108,45,72,0,54,111,75,93,132,48,74.8,33.64758535170095,72.0,25.80697580112788,76.66666666666667,37.871126497930085,52.14919511723365,17.054660613002362
69,93,75,51,75,168,72,69,60,0,99,96,96,9,57,81,72.6,37.88720100508878,88.5,37.61980861195336,62.0,34.17601498127012,63.82906700169625,18.661463117691756
168,120,27,69,54,672,117,69,30,0,63,102,150,18,39,81,113.2,156.73085210002526,185.0,222.5848152952038,65.33333333333333,46.72853042366682,116.97695070000843,31.032128591635427
546,411,87,159,93,8022,198,199,30,0,63,102,108,18,84,114,674.6666666666666,1968.8662614701782,1553.0,2897.992581080911,89.11111111111111,68.03176454902754,919.1776427122817,776.733083729614
846,630,309,342,264,408,198,1044,45,0,114,250,72,0,30,60,303.46666666666664,304.695009622555,466.5,206.35224738296407,194.77777777777777,311.14476008506887,222.72055876307388,115.06190330927538
885,930,795,438,705,8208,378,1044,96,0,933,894,21,0,42,69,1024.6,1958.0121143649747,1993.5,2783.763325069141,378.6666666666667,424.71820723340267,1017.2040381216581,771.2036986613793
1200,1278,975,1254,792,17502,678,784,96,0,1821,894,69,30,60,48,1828.8666666666666,4223.588424813931,3833.5,6115.1364048563955,492.44444444444446,579.8065024186203,2033.4850304935326,1710.8060828103633
1371,882,1872,1617,663,2694,990,978,222,0,1419,1170,99,30,60,48,937.8,760.0193155440196,1516.5,667.7336669661041,552.0,541.6327168847909,581.9397718480064,384.46521551564337
2085,1302,1377,2493,1380,1866,1275,978,1977,0,1233,879,42,42,18,48,1129.8,782.3325124267814,1750.5,438.64592782790083,716.0,680.9728335256848,653.3775041422605,450.95813229260034
1896,1362,1263,1122,1437,714,1308,1623,1977,0,1233,879,75,42,39,48,998.0,657.9756834412652,1299.0,354.5588808646598,797.3333333333334,732.8557535801677,567.9918944804217,393.02062007551393
1278,1158,1011,759,1128,786,1308,1230,1483,0,1053,900,84,9,51,60,815.8666666666667,505.28234571266086,1020.0,191.58549005600608,679.7777777777778,595.6060923831711,460.38300412644253,310.21021646683545
936,1014,630,825,975,1122,1138,1230,909,0,705,786,63,69,84,90,699.0666666666667,418.38936676524446,917.0,155.98717896032352,553.7777777777778,471.9702857355365,402.4853444773037,248.9046062983603
852,798,753,1170,840,966,891,1032,909,0,759,786,63,63,72,60,663.6,385.06134576194484,896.5,138.50361006125436,508.3333333333333,417.2076488059899,369.5537819206483,246.66252708538028
792,810,1029,873,714,990,645,726,1093,0,654,819,18,9,9,99,612.0666666666667,383.97560107671194,868.0,110.81967334368028,441.44444444444446,405.90833971096674,365.0140892477929,209.887279762638
1026,690,837,924,1053,930,372,726,1023,0,567,906,303,174,60,60,639.4,356.3091915738352,910.0,121.26417442921878,459.0,347.0302580467588,351.903063857945,236.559577374054
