S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Var Z1,Zone 2,Var Z2,Zone 3,Var Z3
69,51,27,30,18,69,117,60,0,48,63,18,108,102,105,135,59.0,35.4400902933387,44.0,20.248456731316587,69.0,39.6232255123179,76.48003009777956,42.48299655441847
51,18,36,69,54,987,117,60,0,48,40,45,42,63,84,144,114.26666666666667,234.6942597413826,202.5,351.19545839888076,55.44444444444444,30.441605707069584,164.3203088026831,51.221008097717366
18,27,9,36,45,4698,85,39,15,48,18,54,9,69,69,111,349.26666666666665,1162.4677467449249,805.5,1740.8176957970068,45.111111111111114,25.39223172741548,540.9114711371972,450.1421286080085
39,48,39,36,87,942,54,42,42,39,18,54,0,18,90,99,103.2,225.30725687380775,198.5,332.95682903343493,39.666666666666664,24.648642063114867,142.5024189579359,58.57696297297174
189,234,84,102,27,291,54,42,42,30,36,49,75,63,108,60,95.06666666666666,77.49448725913061,154.5,91.40158641949274,55.44444444444444,22.686810221463293,77.52038464193242,14.315918430977566
7077,801,351,1260,45,930,156,864,64,69,84,162,150,81,72,57,811.0666666666667,1718.1977560481475,1744.0,2417.0932956756137,189.11111111111111,241.6073234929606,862.0881409049381,679.1400882979078
2661,1170,1572,2847,318,657,987,1122,429,108,84,162,123,90,69,45,826.6,886.9506412422284,1537.5,946.5507117952001,352.6666666666667,390.25404830984417,586.1835470807428,383.4668814015607
2451,2226,1686,1332,924,2274,987,1122,429,150,619,354,90,72,81,48,986.4666666666667,815.4883090653245,1815.5,551.9522171347807,433.77777777777777,376.30477534920715,616.6516585773304,408.1110398687059
2706,2910,1842,1485,1257,1005,1213,1108,522,192,1179,924,69,60,102,60,1104.9333333333334,853.877310989244,1867.5,713.3794572315634,596.5555555555555,479.357929621862,672.9368814408591,445.3657650827713
3480,2382,1677,1380,1281,201,1569,1191,765,573,1695,924,69,69,249,51,1167.0,907.2375653598125,1733.5,1012.6106112420509,789.3333333333334,575.8757582056123,708.4125217866041,476.8036272680233
2679,2718,2091,1458,1575,810,2508,1191,765,954,1506,945,30,60,549,90,1322.6,841.8678281060512,1888.5,683.2204988142554,945.3333333333334,717.0891777797855,751.4892760353504,507.2487240041761
1911,1410,1815,1413,1929,1278,1752,1176,763,880,1158,909,162,114,1290,195,1197.3333333333333,545.3235940450608,1626.0,265.1678713569953,911.5555555555555,494.55167376593863,645.8856424594646,415.333257327778
1365,1050,1644,1452,1728,1554,1527,1581,675,807,1158,909,156,114,966,186,1112.4,496.12200112472334,1465.5,220.425157366395,877.0,489.18708077789626,598.1740003749078,385.02398013043273
1491,918,1143,1380,1530,1146,1527,1581,675,880,1189,907,114,69,762,87,1020.8,461.625129298655,1268.0,217.5339054032727,856.0,505.6856731211593,523.1417097662184,383.69591019826856
1680,966,891,1485,1575,1134,1533,1494,1093,954,987,945,165,36,690,66,1041.8666666666666,468.87494660682773,1288.5,305.4639913312206,877.4444444444445,486.4298764378664,525.5805377578314,400.4086086558882
1917,918,921,915,1647,1038,1047,1152,1134,891,1398,945,162,39,606,78,982.0,467.1796228432914,1226.0,403.04590309293553,819.3333333333334,435.101009983761,509.0598742810971,370.2426831105695
1347,1350,1077,1242,1215,1410,1143,1152,1134,828,1308,952,288,60,654,72,1010.6666666666666,384.58127301723306,1273.5,110.23724416003876,835.4444444444445,402.05226611891896,489.0826465612999,390.2684380288566
1581,954,1287,1086,1206,1302,864,1095,1003,1056,996,642,216,30,954,48,951.4666666666667,386.8046650298945,1236.0,195.32280972789636,761.7777777777778,366.02512900308966,462.0904438988537,372.66067301623855
1137,993,891,1062,1239,918,858,1053,1245,1284,996,642,117,60,990,132,899.0,355.9584245385969,1040.0,121.64703037887936,805.0,423.3461940303704,462.31947484619894,322.031835659046
1272,969,639,1119,1131,1290,858,1053,1245,1431,966,682,111,93,882,48,916.0666666666667,384.0962495116151,1070.0,220.33610689126738,813.4444444444445,432.65411155669557,449.38763872609394,357.3813636006704
1161,690,720,627,1014,1206,951,1042,1123,1578,822,873,102,78,573,111,837.3333333333334,385.1651882273659,903.0,232.99785406737118,793.5555555555555,454.17008833233666,444.4995071868998,299.47782203091606
987,810,807,546,1500,1026,897,1044,1392,1140,750,873,180,84,642,90,845.2,371.92493866370404,946.0,292.35081665697464,778.0,402.83743619480055,435.7083128879014,311.59054234745105
900,1242,966,534,1020,822,1035,1044,1392,702,618,973,171,69,810,39,819.8666666666667,347.81448439585654,914.0,213.92522057952868,757.1111111111111,401.58420853316665,402.2270503541744,321.10095326174707
1086,1002,942,783,651,954,1020,975,1311,711,810,1044,204,105,918,39,834.4,308.8783579339932,903.0,144.5198948242075,788.6666666666666,373.97444951345125,394.0927859779977,330.2639490469707
1035,702,966,831,789,1014,888,981,813,720,810,1044,165,60,654,60,764.8,282.7871284199477,889.5,123.2892939390927,681.6666666666666,325.37602178949135,369.1957094733159,294.1491596222823
786,693,996,867,846,906,888,981,813,907,733,904,318,39,774,123,763.4,248.64400254178662,849.0,94.42457307290302,706.3333333333334,298.2519442052679,378.3480008472622,277.06243024791377
615,849,882,744,1056,930,856,984,972,1095,825,663,186,27,654,120,755.8666666666667,290.80826826087474,846.0,139.17973990491575,695.7777777777778,344.9759340326922,388.89164497584716,268.69668901979776
792,654,801,675,864,954,687,822,969,973,621,663,288,60,750,147,704.8666666666667,239.98051772777075,790.0,103.4553043589356,648.1111111111111,284.2465457405456,363.9490614648125,244.03545414776184
648,690,696,714,669,1194,852,822,969,852,495,661,252,60,606,108,678.6666666666666,262.9734249353387,768.5,191.4242670091752,618.7777777777778,286.1168284218404,349.8800305340017,240.9421502956291
768,642,648,558,819,774,723,886,829,702,522,912,357,36,654,93,655.3333333333334,217.50484030374025,701.5,91.72377009259922,624.5555555555555,266.21466322045495,321.9460578790245,241.15786031961215
744,498,591,696,777,654,642,927,783,552,522,912,372,114,522,117,620.4,201.7618398012865,660.0,94.0584924395453,594.0,245.36910971024858,313.05394660042884,220.06414182664074
852,546,660,684,681,954,642,927,783,532,432,769,174,159,783,102,638.5333333333333,230.89936239746433,729.5,134.36982548176508,577.8888888888889,260.0506123577761,323.8108985769325,228.67942570458163
930,462,648,618,573,906,624,903,882,513,381,534,99,141,1008,87,614.8,268.52590191637006,689.5,171.69522416188516,565.0,307.12212554617423,323.44196730545667,218.94449932705749
681,498,627,624,420,582,441,666,711,604,618,534,96,117,630,36,523.2666666666667,182.12320616061598,572.0,87.83507272155013,490.77777777777777,217.94330444089644,247.1299576090942,204.1675935949423
723,750,744,687,525,702,567,666,711,696,654,510,216,84,522,111,583.8,189.00095237855285,688.5,76.34297610127601,514.0,208.49460424672864,294.6003174595176,206.95954424174653
657,642,525,627,471,654,717,723,843,682,447,576,213,84,570,153,562.0666666666667,190.58522736269168,596.0,71.6798437498297,539.4444444444445,236.29036332967354,301.88396467645276,184.61571103271547
429,606,723,594,570,642,600,654,585,669,447,576,144,150,324,30,514.2,174.19919632420812,594.0,88.40248865275231,461.0,195.67830743339948,239.46639877473604,202.98976293857558
351,630,651,417,465,594,600,654,585,589,507,487,114,60,300,21,466.93333333333334,181.49874808261228,518.0,113.21660655575224,432.8888888888889,208.47085831221617,223.14402713864854,184.41778908262583
801,918,564,342,627,630,660,571,610,510,489,387,126,60,390,63,512.3333333333334,220.06655558918735,647.0,181.54889148656346,422.55555555555554,196.4485293692931,265.1332963075069,186.186948075208
561,870,522,447,612,786,585,549,564,457,369,387,234,171,513,69,508.46666666666664,175.46998477105865,633.0,148.39137441239635,425.44444444444446,139.29992511054147,250.9788838125751,187.18784353980575
534,414,462,291,546,690,726,549,564,405,348,462,306,198,636,66,475.4,146.3551843974104,489.5,123.30956978272205,466.0,159.1917083267844,229.25172813247013,177.11760259295517
525,246,480,408,393,678,501,573,603,418,384,381,252,138,720,48,446.6666666666667,156.14081963264942,455.0,132.2800060477773,441.1111111111111,169.9728373361425,216.9358287664387,168.33657283244764
498,354,453,987,627,630,339,546,483,432,384,381,198,48,525,99,459.0,204.15876175173085,591.5,201.45036609547276,370.6666666666667,151.34801690878618,254.05292058391026,151.14467752053122
414,414,537,672,585,441,339,546,483,370,309,351,264,48,522,87,419.6666666666667,146.97875885839954,510.5,96.42743385572386,359.1111111111111,143.66043640353567,217.88180850835542,144.76926380744834
465,366,489,228,585,561,390,510,631,309,276,297,156,81,537,72,392.06666666666666,159.57880672431276,449.0,121.53600289626115,354.1111111111111,170.27457854525858,207.8818244636598,135.05691126292783
483,402,285,792,426,678,462,621,600,303,396,297,174,39,690,117,443.2,200.32713246088258,511.0,172.15109642404255,398.0,204.98780451529305,253.50904415362754,138.37833837820907
