Date_Time,Dp>0.3,Dp>0.5,Dp>1.0,Dp>2.5,Dp>5.0,Dp>10.0
2021-04-20 16:43:54,114,34,0,0,0,0
2021-04-20 16:44:04,87,25,0,0,0,0
2021-04-20 16:44:14,39,13,0,0,0,0
2021-04-20 16:44:24,27,9,0,0,0,0
2021-04-20 16:44:34,51,13,3,3,3,3
2021-04-20 16:44:44,30,10,3,3,3,0
2021-04-20 16:44:54,39,13,3,3,3,0
2021-04-20 16:45:04,9,3,0,0,0,0
2021-04-20 16:45:14,42,14,0,0,0,0
2021-04-20 16:45:24,18,6,0,0,0,0
2021-04-20 16:45:34,36,9,3,3,3,3
2021-04-20 16:45:44,78,23,3,3,3,3
2021-04-20 16:45:54,102,27,0,0,0,0
2021-04-20 16:46:04,60,17,0,0,0,0
2021-04-20 16:46:14,9,3,0,0,0,0
2021-04-20 16:46:24,45,12,0,0,0,0
2021-04-20 16:46:34,48,13,0,0,0,0
2021-04-20 16:46:44,72,24,0,0,0,0
2021-04-20 16:46:54,27,6,0,0,0,0
2021-04-20 16:47:04,9,0,0,0,0,0
2021-04-20 16:47:14,87,25,6,0,0,0
2021-04-20 16:47:24,93,27,6,0,0,0
2021-04-20 16:47:34,90,30,3,0,0,0
2021-04-20 16:47:44,66,22,0,0,0,0
2021-04-20 16:47:54,171,49,0,0,0,0
2021-04-20 16:48:04,105,32,0,0,0,0
2021-04-20 16:48:14,102,31,3,3,3,0
2021-04-20 16:48:24,123,41,3,3,3,0
2021-04-20 16:48:34,78,26,0,0,0,0
2021-04-20 16:48:44,36,12,0,0,0,0
2021-04-20 16:48:54,72,20,0,0,0,0
2021-04-20 16:49:04,276,80,0,0,0,0
2021-04-20 16:49:14,219,62,0,0,0,0
2021-04-20 16:49:24,180,49,6,3,3,3
2021-04-20 16:49:34,165,47,6,3,3,3
2021-04-20 16:49:44,117,27,3,0,0,0
2021-04-20 16:49:54,39,13,3,3,0,0
2021-04-20 16:50:04,69,23,9,3,0,0
2021-04-20 16:50:14,51,17,3,0,0,0
2021-04-20 16:50:24,84,28,0,0,0,0
2021-04-20 16:50:34,105,35,0,0,0,0
2021-04-20 16:50:44,99,33,3,3,3,0
2021-04-20 16:50:54,120,40,3,3,3,0
2021-04-20 16:51:04,189,63,3,0,0,0
2021-04-20 16:51:14,96,32,3,0,0,0
2021-04-20 16:51:24,117,32,0,0,0,0
2021-04-20 16:51:34,174,54,0,0,0,0
2021-04-20 16:51:44,96,32,0,0,0,0
2021-04-20 16:51:54,117,35,3,0,0,0
2021-04-20 16:52:04,108,36,3,0,0,0
2021-04-20 16:52:14,9,3,0,0,0,0
2021-04-20 16:52:24,165,55,0,0,0,0
2021-04-20 16:52:34,90,30,0,0,0,0
2021-04-20 16:52:44,39,13,0,0,0,0
2021-04-20 16:52:54,96,32,0,0,0,0
2021-04-20 16:53:04,108,36,3,0,0,0
2021-04-20 16:53:14,39,13,0,0,0,0
2021-04-20 16:53:24,27,6,0,0,0,0
2021-04-20 16:53:34,81,21,7,0,0,0
2021-04-20 16:53:44,93,27,0,0,0,0
2021-04-20 16:53:54,90,23,6,0,0,0
2021-04-20 16:54:04,195,65,9,0,0,0
2021-04-20 16:54:14,204,65,3,0,0,0
2021-04-20 16:54:24,99,27,3,0,0,0
2021-04-20 16:54:34,57,12,0,0,0,0
2021-04-20 16:54:44,60,16,0,0,0,0
2021-04-20 16:54:54,117,39,10,0,0,0
2021-04-20 16:55:04,48,13,3,0,0,0
2021-04-20 16:55:14,57,16,0,0,0,0
2021-04-20 16:55:24,57,19,0,0,0,0
2021-04-20 16:55:34,39,13,0,0,0,0
2021-04-20 16:55:44,51,13,0,0,0,0
2021-04-20 16:55:54,63,21,0,0,0,0
2021-04-20 16:56:04,84,28,0,0,0,0
2021-04-20 16:56:14,135,45,0,0,0,0
2021-04-20 16:56:24,114,38,0,0,0,0
2021-04-20 16:56:34,105,24,0,0,0,0
2021-04-20 16:56:44,144,37,3,0,0,0
2021-04-20 16:56:54,48,16,0,0,0,0
2021-04-20 16:57:04,63,21,0,0,0,0
2021-04-20 16:57:14,72,24,3,3,3,0
2021-04-20 16:57:24,84,24,0,0,0,0
2021-04-20 16:57:34,114,31,0,0,0,0
2021-04-20 16:57:44,51,14,0,0,0,0
2021-04-20 16:57:54,60,13,0,0,0,0
2021-04-20 16:58:04,63,21,3,0,0,0
2021-04-20 16:58:14,63,21,3,0,0,0
2021-04-20 16:58:24,42,10,0,0,0,0
2021-04-20 16:58:34,102,30,3,0,0,0
2021-04-20 16:58:44,111,37,3,0,0,0
2021-04-20 16:58:54,105,35,0,0,0,0
2021-04-20 16:59:04,69,23,6,0,0,0
2021-04-20 16:59:14,27,9,3,0,0,0
2021-04-20 16:59:24,48,16,0,0,0,0
2021-04-20 16:59:34,57,16,0,0,0,0
2021-04-20 16:59:44,60,20,0,0,0,0
2021-04-20 16:59:54,66,22,0,0,0,0
2021-04-20 17:00:04,111,37,0,0,0,0
2021-04-20 17:00:14,69,23,0,0,0,0
2021-04-20 17:00:24,114,30,3,0,0,0
2021-04-20 17:00:34,117,35,6,0,0,0
2021-04-20 17:00:44,66,22,3,0,0,0
2021-04-20 17:00:54,57,19,0,0,0,0
2021-04-20 17:01:04,36,12,3,3,3,3
2021-04-20 17:01:14,48,6,0,0,0,0
2021-04-20 17:01:24,48,10,0,0,0,0
2021-04-20 17:01:34,39,13,0,0,0,0
2021-04-20 17:01:44,18,6,0,0,0,0
2021-04-20 17:01:54,39,9,0,0,0,0
2021-04-20 17:02:04,30,10,0,0,0,0
2021-04-20 17:02:14,9,3,0,0,0,0
2021-04-20 17:02:24,63,21,0,0,0,0
2021-04-20 17:02:34,63,21,0,0,0,0
2021-04-20 17:02:44,108,28,7,0,0,0
2021-04-20 17:02:54,42,7,7,0,0,0
2021-04-20 17:03:04,9,0,0,0,0,0
2021-04-20 17:03:14,0,0,0,0,0,0
2021-04-20 17:03:24,75,21,0,0,0,0
2021-04-20 17:03:34,150,43,0,0,0,0
2021-04-20 17:03:44,123,34,3,3,3,0
2021-04-20 17:03:54,90,22,3,3,3,0
2021-04-20 17:04:04,69,16,0,0,0,0
2021-04-20 17:04:14,69,16,0,0,0,0
2021-04-20 17:04:24,30,10,0,0,0,0
2021-04-20 17:04:34,162,47,0,0,0,0
2021-04-20 17:04:44,156,45,3,0,0,0
2021-04-20 17:04:54,114,38,9,0,0,0
2021-04-20 17:05:04,165,47,6,0,0,0
2021-04-20 17:05:14,162,42,3,3,3,0
2021-04-20 17:05:24,288,84,13,3,3,0
2021-04-20 17:05:34,216,68,16,3,3,3
2021-04-20 17:05:44,117,33,6,3,3,3
2021-04-20 17:05:54,111,31,3,0,0,0
2021-04-20 17:06:04,102,31,15,0,0,0
2021-04-20 17:06:14,180,57,22,0,0,0
2021-04-20 17:06:24,171,49,0,0,0,0
2021-04-20 17:06:34,204,60,10,10,10,7
2021-04-20 17:06:44,165,55,19,13,13,10
2021-04-20 17:06:54,318,106,12,3,3,3
2021-04-20 17:07:04,186,58,6,0,0,0
2021-04-20 17:07:14,288,88,28,3,3,3
2021-04-20 17:07:24,252,80,31,3,3,3
2021-04-20 17:07:34,357,115,9,6,6,0
2021-04-20 17:07:44,372,120,6,3,3,0
2021-04-20 17:07:54,174,58,0,0,0,0
2021-04-20 17:08:04,99,33,3,3,3,3
2021-04-20 17:08:14,96,29,3,0,0,0
2021-04-20 17:08:24,216,65,6,3,3,0
2021-04-20 17:08:34,213,64,6,6,6,3
2021-04-20 17:08:44,144,45,6,3,3,3
2021-04-20 17:08:54,114,35,3,3,3,3
2021-04-20 17:09:04,126,35,6,6,6,3
2021-04-20 17:09:14,234,67,6,3,3,0
2021-04-20 17:09:24,306,90,10,7,7,3
2021-04-20 17:09:34,252,73,10,10,7,3
2021-04-20 17:09:44,198,55,9,3,0,0
2021-04-20 17:09:54,264,70,9,3,3,3
2021-04-20 17:10:04,156,46,6,3,3,3
2021-04-20 17:10:14,174,52,9,3,3,3
2021-04-20 17:10:24,132,41,6,3,3,3
2021-04-20 17:10:34,147,35,0,0,0,0
2021-04-20 17:10:44,156,45,18,3,3,3
2021-04-20 17:10:54,156,52,10,0,0,0
2021-04-20 17:11:04,141,41,9,3,3,0
2021-04-20 17:11:14,168,42,9,3,3,0
2021-04-20 17:11:24,141,39,0,0,0,0
2021-04-20 17:11:34,114,34,3,3,3,0
2021-04-20 17:11:44,99,33,6,0,0,0
2021-04-20 17:11:54,93,31,6,0,0,0
2021-04-20 17:12:04,60,17,0,0,0,0
2021-04-20 17:12:14,225,61,0,0,0,0
2021-04-20 17:12:24,204,53,0,0,0,0
2021-04-20 17:12:34,72,24,0,0,0,0
2021-04-20 17:12:44,234,78,33,13,3,0
2021-04-20 17:12:54,120,40,6,3,3,0
2021-04-20 17:13:04,111,37,3,0,0,0
2021-04-20 17:13:14,135,41,3,3,3,3
2021-04-20 17:13:24,147,45,9,6,6,6
2021-04-20 17:13:34,90,26,3,0,0,0
2021-04-20 17:13:44,90,26,0,0,0,0
2021-04-20 17:13:54,135,45,6,0,0,0
2021-04-20 17:14:04,192,56,9,3,3,3
2021-04-20 17:14:14,219,61,0,0,0,0
2021-04-20 17:14:24,162,46,3,0,0,0
2021-04-20 17:14:34,177,51,10,0,0,0
2021-04-20 17:14:44,84,20,0,0,0,0
2021-04-20 17:14:54,144,41,9,6,3,0
2021-04-20 17:15:04,219,58,3,0,0,0
2021-04-20 17:15:14,129,35,0,0,0,0
2021-04-20 17:15:24,75,21,0,0,0,0
2021-04-20 17:15:34,132,44,6,0,0,0
2021-04-20 17:15:44,198,58,13,3,3,3
2021-04-20 17:15:54,141,31,0,0,0,0
2021-04-20 17:16:04,162,43,0,0,0,0
2021-04-20 17:16:14,165,44,0,0,0,0
2021-04-20 17:16:24,93,25,0,0,0,0
2021-04-20 17:16:34,72,12,3,3,3,3
2021-04-20 17:16:44,36,6,0,0,0,0
2021-04-20 17:16:54,60,20,0,0,0,0
2021-04-20 17:17:04,114,34,0,0,0,0
2021-04-20 17:17:14,171,45,0,0,0,0
2021-04-20 17:17:24,138,38,0,0,0,0
2021-04-20 17:17:34,69,20,0,0,0,0
2021-04-20 17:17:44,90,20,0,0,0,0
2021-04-20 17:17:54,54,18,0,0,0,0
2021-04-20 17:18:04,156,52,3,0,0,0
2021-04-20 17:18:14,162,54,3,3,0,0
2021-04-20 17:18:24,126,28,3,3,0,0
2021-04-20 17:18:34,126,29,3,0,0,0
2021-04-20 17:18:44,105,32,3,0,0,0
2021-04-20 17:18:54,66,22,3,3,3,3
2021-04-20 17:19:04,120,36,3,0,0,0
2021-04-20 17:19:14,90,23,3,0,0,0
2021-04-20 17:19:24,111,30,0,0,0,0
2021-04-20 17:19:34,111,33,0,0,0,0
2021-04-20 17:19:44,171,53,6,3,3,3
2021-04-20 17:19:54,195,61,6,3,3,3
2021-04-20 17:20:04,213,71,3,0,0,0
2021-04-20 17:20:14,135,41,0,0,0,0
2021-04-20 17:20:24,60,16,0,0,0,0
2021-04-20 17:20:34,99,33,0,0,0,0
2021-04-20 17:20:44,36,12,0,0,0,0
2021-04-20 17:20:54,105,31,0,0,0,0
2021-04-20 17:21:04,156,48,0,0,0,0
2021-04-20 17:21:14,159,53,0,0,0,0
2021-04-20 17:21:24,126,42,3,0,0,0
2021-04-20 17:21:34,69,23,3,0,0,0
2021-04-20 17:21:44,93,31,3,0,0,0
2021-04-20 17:21:54,153,51,6,3,3,3
2021-04-20 17:22:04,108,36,3,3,3,3
2021-04-20 17:22:14,51,13,0,0,0,0
2021-04-20 17:22:24,51,10,0,0,0,0
2021-04-20 17:22:34,84,24,3,3,3,0
2021-04-20 17:22:44,114,30,3,3,3,0
2021-04-20 17:22:54,138,38,0,0,0,0
2021-04-20 17:23:04,93,23,3,0,0,0
2021-04-20 17:23:14,90,26,3,0,0,0
2021-04-20 17:23:24,27,9,0,0,0,0
2021-04-20 17:23:34,51,17,3,0,0,0
2021-04-20 17:23:44,69,23,3,0,0,0
2021-04-20 17:23:54,195,57,0,0,0,0
2021-04-20 17:24:04,186,54,0,0,0,0
2021-04-20 17:24:14,45,15,3,0,0,0
2021-04-20 17:24:24,93,24,0,0,0,0
2021-04-20 17:24:34,147,41,9,0,0,0
2021-04-20 17:24:44,225,63,9,0,0,0
2021-04-20 17:24:54,273,83,0,0,0,0
2021-04-20 17:25:04,150,50,3,0,0,0
2021-04-20 17:25:14,54,18,0,0,0,0
2021-04-20 17:25:24,39,13,3,3,3,3
2021-04-20 17:25:34,81,24,0,0,0,0
2021-04-20 17:25:44,117,28,0,0,0,0
2021-04-20 17:25:54,63,15,0,0,0,0
2021-04-20 17:26:04,27,6,0,0,0,0
2021-04-20 17:26:14,174,54,3,0,0,0
2021-04-20 17:26:24,186,54,3,0,0,0
2021-04-20 17:26:34,198,58,3,0,0,0
2021-04-20 17:26:44,198,58,0,0,0,0
2021-04-20 17:26:54,63,17,3,0,0,0
2021-04-20 17:27:04,126,38,3,0,0,0
2021-04-20 17:27:14,111,37,0,0,0,0
2021-04-20 17:27:24,93,31,6,0,0,0
2021-04-20 17:27:34,117,35,0,0,0,0
2021-04-20 17:27:44,105,31,0,0,0,0
2021-04-20 17:27:54,60,20,0,0,0,0
2021-04-20 17:28:04,18,6,0,0,0,0
2021-04-20 17:28:14,48,16,3,0,0,0
2021-04-20 17:28:24,27,9,3,0,0,0
2021-04-20 17:28:34,60,17,0,0,0,0
2021-04-20 17:28:44,93,31,7,0,0,0
2021-04-20 17:28:54,126,31,7,0,0,0
2021-04-20 17:29:04,105,24,3,0,0,0
2021-04-20 17:29:14,144,27,3,0,0,0
2021-04-20 17:29:24,129,33,3,0,0,0
2021-04-20 17:29:34,87,29,3,0,0,0
2021-04-20 17:29:44,60,20,0,0,0,0
2021-04-20 17:29:54,30,10,0,0,0,0
2021-04-20 17:30:04,51,13,0,0,0,0
2021-04-20 17:30:14,84,28,0,0,0,0
2021-04-20 17:30:24,72,24,0,0,0,0
2021-04-20 17:30:34,18,6,0,0,0,0
2021-04-20 17:30:44,0,0,0,0,0,0
2021-04-20 17:30:54,51,14,0,0,0,0
2021-04-20 17:31:04,18,3,0,0,0,0
2021-04-20 17:31:14,45,15,0,0,0,0
2021-04-20 17:31:24,69,23,0,0,0,0
2021-04-20 17:31:34,51,17,3,0,0,0
2021-04-20 17:31:44,54,18,3,0,0,0
2021-04-20 17:31:54,84,28,9,0,0,0
2021-04-20 17:32:04,39,13,3,0,0,0
2021-04-20 17:32:14,18,6,0,0,0,0
2021-04-20 17:32:24,45,12,0,0,0,0
2021-04-20 17:32:34,69,17,0,0,0,0
2021-04-20 17:32:44,129,36,0,0,0,0
2021-04-20 17:32:54,129,43,3,3,3,3
2021-04-20 17:33:04,126,42,6,6,6,6
2021-04-20 17:33:14,60,20,3,3,3,3
2021-04-20 17:33:24,84,28,3,3,3,3
2021-04-20 17:33:34,81,27,3,3,3,3
2021-04-20 17:33:44,93,31,0,0,0,0
2021-04-20 17:33:54,114,34,0,0,0,0
2021-04-20 17:34:04,93,23,0,0,0,0
2021-04-20 17:34:14,117,35,3,3,3,0
2021-04-20 17:34:24,114,27,3,3,3,0
2021-04-20 17:34:34,60,13,0,0,0,0
2021-04-20 17:34:44,30,7,0,0,0,0
2021-04-20 17:34:54,78,19,3,0,0,0
2021-04-20 17:35:04,240,68,22,0,0,0
2021-04-20 17:35:14,297,84,19,0,0,0
2021-04-20 17:35:24,81,24,0,0,0,0
2021-04-20 17:35:34,96,32,0,0,0,0
2021-04-20 17:35:44,126,42,0,0,0,0
2021-04-20 17:35:54,114,38,3,0,0,0
2021-04-20 17:36:04,63,17,3,0,0,0
2021-04-20 17:36:14,51,13,3,0,0,0
2021-04-20 17:36:24,60,16,0,0,0,0
2021-04-20 17:36:34,39,13,0,0,0,0
2021-04-20 17:36:44,96,32,0,0,0,0
2021-04-20 17:36:54,54,18,0,0,0,0
2021-04-20 17:37:04,57,19,6,3,3,3
2021-04-20 17:37:14,114,31,3,3,3,3
2021-04-20 17:37:24,363,114,9,0,0,0
2021-04-20 17:37:34,360,116,9,0,0,0
2021-04-20 17:37:44,270,78,9,0,0,0
2021-04-20 17:37:54,396,113,24,6,6,3
2021-04-20 17:38:04,444,122,31,6,6,3
2021-04-20 17:38:14,378,114,19,0,0,0
2021-04-20 17:38:24,336,100,15,3,3,0
2021-04-20 17:38:34,240,72,12,6,6,0
2021-04-20 17:38:44,468,148,24,3,3,0
2021-04-20 17:38:54,525,165,20,0,0,0
2021-04-20 17:39:04,330,100,22,6,6,3
2021-04-20 17:39:14,204,61,12,6,6,0
2021-04-20 17:39:24,231,77,10,6,3,0
2021-04-20 17:39:34,183,61,10,3,0,0
2021-04-20 17:39:44,192,60,6,0,0,0
2021-04-20 17:39:54,261,75,9,3,3,0
2021-04-20 17:40:04,180,52,3,3,3,0
2021-04-20 17:40:14,231,69,0,0,0,0
2021-04-20 17:40:24,228,69,3,0,0,0
2021-04-20 17:40:34,237,76,20,3,3,0
2021-04-20 17:40:44,219,69,9,6,6,3
2021-04-20 17:40:54,240,68,9,6,6,6
2021-04-20 17:41:04,228,64,19,3,3,3
2021-04-20 17:41:14,219,69,19,3,3,3
2021-04-20 17:41:24,141,47,0,0,0,0
2021-04-20 17:41:34,294,98,17,3,0,0
2021-04-20 17:41:44,270,87,10,3,0,0
2021-04-20 17:41:54,309,96,6,0,0,0
2021-04-20 17:42:04,252,84,3,0,0,0
2021-04-20 17:42:14,273,80,0,0,0,0
2021-04-20 17:42:24,441,140,3,0,0,0
2021-04-20 17:42:34,246,74,14,0,0,0
2021-04-20 17:42:44,186,50,11,0,0,0
2021-04-20 17:42:54,177,48,0,0,0,0
2021-04-20 17:43:04,144,48,7,7,7,0
2021-04-20 17:43:14,219,73,9,3,3,3
2021-04-20 17:43:24,159,53,6,3,3,3
2021-04-20 17:43:34,159,46,6,3,3,0
2021-04-20 17:43:44,219,54,3,0,0,0
2021-04-20 17:43:54,225,67,6,0,0,0
2021-04-20 17:44:04,87,29,12,3,3,0
2021-04-20 17:44:14,204,68,12,3,3,0
2021-04-20 17:44:24,129,39,6,0,0,0
2021-04-20 17:44:34,150,46,3,0,0,0
2021-04-20 17:44:44,165,55,0,0,0,0
2021-04-20 17:44:54,39,13,0,0,0,0
2021-04-20 17:45:04,129,43,3,0,0,0
2021-04-20 17:45:14,138,43,3,0,0,0
2021-04-20 17:45:24,129,40,0,0,0,0
2021-04-20 17:45:34,87,26,0,0,0,0
2021-04-20 17:45:44,111,26,3,3,3,0
2021-04-20 17:45:54,156,38,3,3,3,0
2021-04-20 17:46:04,102,27,3,0,0,0
2021-04-20 17:46:14,120,32,0,0,0,0
2021-04-20 17:46:24,96,24,0,0,0,0
2021-04-20 17:46:34,126,35,3,0,0,0
2021-04-20 17:46:44,156,49,3,3,3,3
2021-04-20 17:46:54,207,65,10,3,3,3
2021-04-20 17:47:04,129,39,10,3,3,3
2021-04-20 17:47:14,156,48,0,0,0,0
2021-04-20 17:47:24,126,39,0,0,0,0
2021-04-20 17:47:34,96,29,0,0,0,0
2021-04-20 17:47:44,63,21,0,0,0,0
2021-04-20 17:47:54,39,13,0,0,0,0
2021-04-20 17:48:04,48,13,0,0,0,0
2021-04-20 17:48:14,117,36,0,0,0,0
2021-04-20 17:48:24,129,43,3,0,0,0
2021-04-20 17:48:34,72,24,3,0,0,0
2021-04-20 17:48:44,69,23,6,0,0,0
2021-04-20 17:48:54,90,30,6,0,0,0
2021-04-20 17:49:04,78,26,3,0,0,0
2021-04-20 17:49:14,27,6,0,0,0,0
2021-04-20 17:49:24,18,3,0,0,0,0
2021-04-20 17:49:34,45,12,0,0,0,0
2021-04-20 17:49:44,75,22,0,0,0,0
2021-04-20 17:49:54,165,48,0,0,0,0
2021-04-20 17:50:04,147,30,0,0,0,0
2021-04-20 17:50:14,147,37,10,3,3,3
2021-04-20 17:50:24,117,39,3,0,0,0
2021-04-20 17:50:34,90,20,0,0,0,0
2021-04-20 17:50:44,57,16,3,0,0,0
2021-04-20 17:50:54,27,9,0,0,0,0
2021-04-20 17:51:04,60,17,0,0,0,0
2021-04-20 17:51:14,93,28,0,0,0,0
2021-04-20 17:51:24,69,20,0,0,0,0
2021-04-20 17:51:34,36,6,0,0,0,0
2021-04-20 17:51:44,36,6,0,0,0,0
2021-04-20 17:51:54,9,0,0,0,0,0
2021-04-20 17:52:04,54,18,3,3,3,3
2021-04-20 17:52:14,114,35,6,3,3,3
2021-04-20 17:52:24,60,20,0,0,0,0
2021-04-20 17:52:34,45,15,0,0,0,0
2021-04-20 17:52:44,27,9,0,0,0,0
2021-04-20 17:52:54,18,6,0,0,0,0
2021-04-20 17:53:04,75,25,0,0,0,0
2021-04-20 17:53:14,75,21,0,0,0,0
2021-04-20 17:53:24,87,29,0,0,0,0
2021-04-20 17:53:34,75,17,0,0,0,0
2021-04-20 17:53:44,117,27,3,0,0,0
2021-04-20 17:53:54,174,58,7,0,0,0
2021-04-20 17:54:04,150,47,7,0,0,0
2021-04-20 17:54:14,57,16,0,0,0,0
2021-04-20 17:54:24,93,27,0,0,0,0
2021-04-20 17:54:34,96,24,7,0,0,0
2021-04-20 17:54:44,279,78,7,0,0,0
2021-04-20 17:54:54,162,50,3,3,3,0
2021-04-20 17:55:04,288,92,10,6,6,3
2021-04-20 17:55:14,366,114,20,6,6,6
2021-04-20 17:55:24,249,79,15,6,6,6
2021-04-20 17:55:34,321,99,13,3,3,3
2021-04-20 17:55:44,414,134,20,0,0,0
2021-04-20 17:55:54,231,77,10,0,0,0
2021-04-20 17:56:04,249,79,3,0,0,0
2021-04-20 17:56:14,249,76,10,3,3,3
2021-04-20 17:56:24,201,64,3,3,3,3
2021-04-20 17:56:34,297,84,10,3,3,0
2021-04-20 17:56:44,273,84,10,3,3,0
2021-04-20 17:56:54,255,81,0,0,0,0
2021-04-20 17:57:04,315,101,24,3,3,3
2021-04-20 17:57:14,321,100,37,13,13,10
2021-04-20 17:57:24,213,67,13,13,13,10
2021-04-20 17:57:34,99,25,0,0,0,0
2021-04-20 17:57:44,207,58,3,3,3,0
2021-04-20 17:57:54,297,88,9,3,3,0
2021-04-20 17:58:04,399,125,19,3,0,0
2021-04-20 17:58:14,378,119,16,3,3,3
2021-04-20 17:58:24,312,100,12,6,6,3
2021-04-20 17:58:34,195,61,6,3,3,0
2021-04-20 17:58:44,366,114,6,0,0,0
2021-04-20 17:58:54,333,99,6,0,0,0
2021-04-20 17:59:04,207,57,6,0,0,0
2021-04-20 17:59:14,213,55,6,3,3,3
2021-04-20 17:59:24,216,57,6,6,6,6
2021-04-20 17:59:34,123,34,9,3,3,3
2021-04-20 17:59:44,93,24,9,0,0,0
2021-04-20 17:59:54,183,58,13,3,3,3
2021-04-20 18:00:04,186,58,13,3,3,3
2021-04-20 18:00:14,279,81,17,0,0,0
2021-04-20 18:00:24,291,89,13,0,0,0
2021-04-20 18:00:34,132,44,3,0,0,0
2021-04-20 18:00:44,180,60,9,3,3,3
2021-04-20 18:00:54,255,85,6,3,3,3
2021-04-20 18:01:04,237,75,3,0,0,0
2021-04-20 18:01:14,147,49,3,0,0,0
2021-04-20 18:01:24,150,50,0,0,0,0
2021-04-20 18:01:34,105,31,3,0,0,0
2021-04-20 18:01:44,72,21,3,0,0,0
2021-04-20 18:01:54,60,20,3,3,3,0
2021-04-20 18:02:04,102,34,0,0,0,0
