S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Var Z1,Zone 2,Var Z2,Zone 3,Var Z3
72.0,21.0,45.0,39.0,63.0,51.0,54.0,36.0,42.0,69.0,39.0,58.0,69.0,57.0,66.0,39.0,52.06666666666667,14.294365634364084,48.5,16.469669092000604,54.44444444444444,12.065663964887314,35.12034410034358,15.662598310274616
72.6,25.8,47.1,37.8,57.6,51.0,55.8,36.0,42.0,69.7,37.8,62.1,65.7,53.1,63.6,39.0,51.84666666666667,15.347633689327179,48.65,17.276271012077604,53.977777777777774,13.360998080577176,35.398100118664615,15.121542880672267
73.2,30.6,49.2,36.6,52.2,51.0,57.6,36.0,42.0,70.4,36.6,66.2,62.4,49.2,61.2,39.0,51.62666666666667,16.400901744290273,48.8,18.0828729321546,53.51111111111111,14.656332196267037,35.675856136985644,14.58048745106992
73.8,35.4,51.3,35.4,46.8,51.0,59.4,36.0,42.0,71.1,35.4,70.3,59.1,45.3,58.8,39.0,51.406666666666666,17.454169799253368,48.95,18.8894748522316,53.044444444444444,15.951666311956899,35.95361215530668,14.039432021467572
74.4,40.2,53.4,34.2,41.4,51.0,61.2,36.0,42.0,71.8,34.2,74.4,55.8,41.4,56.4,39.0,51.18666666666667,18.507437854216462,49.1,19.6960767723086,52.577777777777776,17.24700042764676,36.23136817362771,13.498376591865224
75.0,45.0,55.5,33.0,36.0,51.0,63.0,36.0,42.0,72.5,33.0,78.5,52.5,37.5,54.0,39.0,50.96666666666667,19.56070590917956,49.25,20.5026786923856,52.111111111111114,18.542334543336622,36.50912419194874,12.957321162262875
75.6,49.8,57.6,31.8,30.599999999999994,51.0,64.8,36.0,42.0,73.2,31.8,82.6,49.2,33.6,51.6,39.0,50.74666666666667,20.613973964142655,49.4,21.309280612462597,51.644444444444446,19.837668659026484,36.78688021026978,12.416265732660529
76.2,54.6,59.7,30.6,25.199999999999996,51.0,66.6,36.0,42.0,73.9,30.6,86.69999999999999,45.900000000000006,29.7,49.2,39.0,50.52666666666667,21.66724201910575,49.55,22.115882532539597,51.17777777777778,21.133002774716346,37.06463622859081,11.87521030305818
76.8,59.4,61.8,29.4,19.799999999999997,51.0,68.4,36.0,42.0,74.6,29.4,90.8,42.6,25.8,46.8,39.0,50.306666666666665,22.720510074068844,49.7,22.922484452616594,50.71111111111111,22.428336890406207,37.34239224691184,11.334154873455834
77.4,64.19999999999999,63.900000000000006,28.200000000000003,14.399999999999999,51.0,70.2,36.0,42.0,75.3,28.200000000000003,94.9,39.3,21.9,44.400000000000006,39.0,50.086666666666666,23.77377812903194,49.85,23.729086372693594,50.24444444444445,23.72367100609607,37.62014826523287,10.793099443853485
78.0,69.0,66.0,27.0,9.0,51.0,72.0,36.0,42.0,76.0,27.0,99.0,36.0,18.0,42.0,39.0,49.86666666666667,24.827046183995034,50.0,24.535688292770594,49.77777777777778,25.01900512178593,37.897904283553906,10.252044014251137
72.9,66.9,69.9,24.3,10.8,53.1,69.3,37.5,42.4,76.8,27.0,99.0,36.0,18.9,43.8,36.0,49.906666666666666,25.175470119527493,49.65,25.49715972679937,50.077777777777776,24.8465193085191,37.027378928731395,10.912696561879919
67.8,64.8,73.8,21.6,12.6,55.2,66.6,39.0,42.8,77.6,27.0,99.0,36.0,19.8,45.6,33.0,49.946666666666665,25.52389405505995,49.3,26.458631160828148,50.37777777777778,24.674033495252267,36.156853573908876,11.573349109508701
62.7,62.7,77.7,18.9,14.4,57.3,63.9,40.5,43.2,78.4,27.0,99.0,36.0,20.7,47.4,30.0,49.986666666666665,25.872317990592414,48.95,27.420102594856928,50.67777777777778,24.501547681985436,35.286328219086364,12.234001657137483
57.6,60.6,81.6,16.2,16.2,59.4,61.2,42.0,43.6,79.2,27.0,99.0,36.0,21.6,49.2,27.0,50.026666666666664,26.220741926124873,48.6,28.381574028885705,50.97777777777778,24.329061868718604,34.41580286426385,12.894654204766267
52.5,58.5,85.5,13.5,18.0,61.5,58.5,43.5,44.0,80.0,27.0,99.0,36.0,22.5,51.0,24.0,50.06666666666666,26.569165861657332,48.25,29.343045462914482,51.27777777777778,24.156576055451772,33.545277509441334,13.55530675239505
47.400000000000006,56.4,89.4,10.799999999999997,19.8,63.6,55.8,45.0,44.4,80.8,27.0,99.0,36.0,23.4,52.8,21.0,50.10666666666667,26.91758979718979,47.9,30.30451689694326,51.577777777777776,23.98409024218494,32.67475215461882,14.215959300023831
42.300000000000004,54.3,93.3,8.099999999999998,21.6,65.7,53.099999999999994,46.5,44.8,81.6,27.0,99.0,36.0,24.3,54.6,18.0,50.14666666666667,27.26601373272225,47.55,31.265988330972036,51.87777777777778,23.81160442891811,31.804226799796307,14.876611847652615
37.2,52.2,97.2,5.399999999999999,23.4,67.8,50.4,48.0,45.2,82.4,27.0,99.0,36.0,25.2,56.4,15.0,50.18666666666667,27.614437668254713,47.2,32.227459765000816,52.17777777777778,23.639118615651277,30.933701444973792,15.537264395281397
32.1,50.099999999999994,101.1,2.6999999999999993,25.2,69.9,47.7,49.5,45.6,83.2,27.0,99.0,36.0,26.1,58.2,12.0,50.22666666666667,27.96286160378717,46.85,33.18893119902959,52.47777777777778,23.466632802384446,30.06317609015128,16.19791694291018
27.0,48.0,105.0,0.0,27.0,72.0,45.0,51.0,46.0,84.0,27.0,99.0,36.0,27.0,60.0,9.0,50.266666666666666,28.31128553931963,46.5,34.15040263305837,52.77777777777778,23.294146989117614,29.192650735328765,16.85856949053896
78.9,47.1,110.1,3.9,28.8,75.3,45.0,57.6,45.6,81.7,30.4,101.5,33.3,30.0,56.7,11.1,55.06,38.08307728189038,57.35,48.735084589831374,53.53333333333333,24.553913564845267,34.74769242729679,19.206915252164375
130.8,46.2,115.2,7.8,30.6,78.6,45.0,64.2,45.2,79.4,33.8,104.0,30.6,33.0,53.4,13.2,59.85333333333333,47.85486902446114,68.2,63.319766546604384,54.28888888888889,25.813680140572924,40.30273411926482,21.555261013789785
182.7,45.3,120.3,11.7,32.4,81.9,45.0,70.8,44.8,77.1,37.2,106.5,27.9,36.0,50.1,15.3,64.64666666666668,57.626660767031886,79.05,77.90444850337738,55.044444444444444,27.073446716300577,45.85777581123284,23.9036067754152
234.6,44.4,125.4,15.6,34.2,85.2,45.0,77.4,44.4,74.8,40.6,109.0,25.2,39.0,46.8,17.4,69.44,67.39845250960263,89.9,92.48913046015039,55.800000000000004,28.333213292028233,51.41281750320087,26.25195253704061
286.5,43.5,130.5,19.5,36.0,88.5,45.0,84.0,44.0,72.5,44.0,111.5,22.5,42.0,43.5,19.5,74.23333333333333,77.17024425217339,100.75,107.0738124169234,56.55555555555556,29.592979867755886,56.9678591951689,28.600298298666022
338.4,42.6,135.6,23.4,37.8,91.8,45.0,90.6,43.6,70.2,47.4,114.0,19.799999999999997,45.0,40.2,21.6,79.02666666666667,86.94203599474415,111.6,121.65849437369641,57.31111111111112,30.85274644348354,62.52290088713693,30.948644060291436
390.3,41.7,140.7,27.3,39.6,95.1,45.0,97.19999999999999,43.2,67.9,50.8,116.5,17.099999999999998,48.0,36.900000000000006,23.700000000000003,83.82,96.71382773731489,122.45,136.2431763304694,58.06666666666667,32.11251301921119,68.07794257910496,33.296989821916846
442.2,40.8,145.8,31.2,41.4,98.4,45.0,103.8,42.8,65.6,54.2,119.0,14.399999999999999,51.0,33.6,25.8,88.61333333333334,106.48561947988564,133.3,150.8278582872424,58.82222222222222,33.372279594938846,73.63298427107298,35.64533558354226
494.09999999999997,39.9,150.9,35.1,43.2,101.7,45.0,110.4,42.4,63.3,57.599999999999994,121.5,11.7,54.0,30.3,27.900000000000002,93.40666666666667,116.2574112224564,144.14999999999998,165.41254024401542,59.57777777777778,34.632046170666506,79.18802596304101,37.99368134516767
546.0,39.0,156.0,39.0,45.0,105.0,45.0,117.0,42.0,61.0,61.0,124.0,9.0,57.0,27.0,30.0,98.2,126.02920296502714,155.0,179.99722220078843,60.333333333333336,35.89181274639416,84.74306765500904,40.34202710679308
3786.6,43.5,156.0,39.9,44.1,107.4,46.3,117.0,42.0,58.8,71.1,117.0,13.5,60.9,28.2,33.9,315.4866666666667,933.4193439941811,696.25,1386.6767773835732,61.644444444444446,36.33089581018226,427.602003553616,379.67765730908053
7027.2,48.0,156.0,40.8,43.2,109.8,47.6,117.0,42.0,56.6,81.2,110.0,18.0,64.8,29.4,37.8,532.7733333333334,1740.8094850233351,1237.5,2593.356332566358,62.955555555555556,36.769978873970366,770.4609394522229,719.013287511368
10267.8,52.5,156.0,41.7,42.3,112.2,48.9,117.0,42.0,54.4,91.3,103.0,22.5,68.7,30.6,41.7,750.0600000000002,2548.1996260524893,1778.75,3800.0358877491426,64.26666666666667,37.20906193775848,1113.31987535083,1058.3489177136555
13508.4,57.0,156.0,42.6,41.4,114.6,50.2,117.0,42.0,52.2,101.4,96.0,27.0,72.6,31.8,45.6,967.3466666666668,3355.589767081643,2320.0,5006.715442931927,65.57777777777778,37.64814500154658,1456.1788112494369,1397.6845479159429
16749.0,61.5,156.0,43.5,40.5,117.0,51.5,117.0,42.0,50.0,111.5,89.0,31.5,76.5,33.0,49.5,1184.6333333333334,4162.979908110797,2861.25,6213.394998114712,66.88888888888889,38.087228065334685,1799.0377471480438,1737.0201781182304
